Make,Model,Year,Fuel Type,MPG Data,Combined Mpg For Fuel Type1,Co2  Tailpipe For Fuel Type1,Engine displacement
Land Rover,Range Rover Sport,2007,Regular,Y,14,634.7857142857143,4.2
Chevrolet,Corvette,2008,Premium,Y,19,467.7368421052632,6.2
Hyundai,Santa Fe 4WD,2008,Regular,Y,19,467.7368421052632,3.3
Toyota,Echo,2001,Regular,Y,30,296.23333333333335,1.5
Nissan,Maxima,2002,Regular,Y,20,444.35,3.5
Saturn,Vue AWD,2002,Regular,Y,21,423.1904761904762,2.2
Chevrolet,S10 Pickup 2WD,2003,Regular,Y,19,467.7368421052632,2.2
Hyundai,Accent/Brio,2004,Regular,Y,26,341.8076923076923,1.6
Infiniti,I35,2004,Regular,Y,20,444.35,3.5
Chevrolet,Tahoe 1500 4WD,2005,Gasoline or E85,Y,14,634.7857142857143,5.3
Hyundai,Santa Fe 4WD,2006,Regular,Y,18,493.72222222222223,2.7
Nissan,Frontier 2WD,2009,Regular,Y,17,522.7647058823529,4.0
Honda,Civic CNG,2010,CNG,Y,28,251.07142857142856,1.8
Mitsubishi,Outlander Sport 4WD,2012,Regular,Y,25,355.48,2.0
Saab,9-3 Sport Sedan,2004,Premium,Y,21,423.1904761904762,2.0
Toyota,Camry XLE/XSE,2019,Regular,Y,32,274.0,2.5
Ford,F150 Pickup 2WD FFV,2020,Gasoline or E85,Y,19,467.0,5.0
Ford,Mustang,2011,Regular,Y,23,386.39130434782606,3.7
Lincoln,MKS AWD,2012,Regular,Y,19,467.7368421052632,3.7
Chevrolet,Avalanche 1500 4WD,2013,Gasoline or E85,Y,17,520.0,5.3
Mercedes-Benz,C300 4matic,2013,Premium,Y,22,398.0,3.5
Dodge,Avenger,2013,Gasoline or E85,Y,22,399.0,3.6
Ram,1500 4WD,2013,Gasoline or E85,Y,19,474.0,3.6
Toyota,Prius v,2016,Regular,Y,41,216.0,1.8
GMC,Yukon 1500 4WD,2003,Regular,Y,13,683.6153846153846,5.3
Nissan,Altima,2005,Regular,Y,23,386.39130434782606,2.5
Subaru,Impreza AWD,2006,Regular,Y,22,403.95454545454544,2.5
Ford,Freestar Cargo Van FWD,2006,Regular,Y,17,522.7647058823529,4.2
Nissan,Xterra 2WD,2007,Regular,Y,17,522.7647058823529,4.0
Subaru,Impreza AWD,2002,Regular,Y,21,423.1904761904762,2.5
Ford,F150 Pickup 4WD,2003,Regular,Y,14,634.7857142857143,5.4
Honda,Accord,2023,Regular,Y,32,277.0,1.5
Chevrolet,Sonic,2013,Regular,Y,32,276.0,1.4
BMW,528i,2013,Premium,Y,27,327.0,2.0
Kia,Rio,2015,Regular,Y,30,292.0,1.6
Hyundai,Elantra,2017,Regular,Y,32,282.0,2.0
Jeep,Grand Cherokee 4WD,2003,Regular,Y,16,555.4375,4.7
Jaguar,XJ8 4.2 Litre,2004,Premium,Y,19,467.7368421052632,4.2
Honda,S2000,2005,Premium,Y,20,444.35,2.2
Dodge,Magnum,2006,Regular,Y,21,423.1904761904762,2.7
Toyota,Prius,2008,Regular,Y,46,193.19565217391303,1.5
Subaru,Crosstrek AWD,2018,Regular,Y,25,353.0,2.0
Honda,Fit,2020,Regular,Y,31,286.0,1.5
Subaru,Impreza Wagon/Outback Sport AWD,2011,Regular,Y,22,403.95454545454544,2.5
Nissan,Altima,2016,Regular,Y,31,287.0,2.5
GMC,Yukon XL 1500 2WD,2004,Gasoline or E85,Y,14,634.7857142857143,5.3
GMC,Yukon XL 1500 AWD,2004,Gasoline or E85,Y,14,634.7857142857143,5.3
Ford,Explorer 4WD,2004,Regular,Y,16,555.4375,4.0
Audi,S4,2006,Premium,Y,16,555.4375,4.2
Nissan,Xterra 4WD,2006,Regular,Y,16,555.4375,4.0
Mazda,MX-5,2007,Premium,Y,24,370.2916666666667,2.0
Cadillac,CTS,2007,Regular,Y,19,467.7368421052632,2.8
GMC,Canyon 2WD,2008,Regular,Y,18,493.72222222222223,3.7
Suzuki,SX4 Sport,2009,Regular,Y,24,370.2916666666667,2.0
BMW,540i,2000,Premium,Y,16,555.4375,4.4
Ford,Escape FWD,2018,Regular,Y,26,342.0,1.5
Jeep,Wrangler 4dr 4xe,2022,Regular Gas and Electricity,Y,20,230.0,2.0
Volkswagen,Eos,2010,Premium,Y,25,355.48,2.0
Ford,Escape Hybrid 4WD,2011,Regular,Y,29,306.44827586206895,2.5
Buick,Regal AWD,2014,Regular,Y,22,407.0,2.0
Nissan,Murano FWD,2015,Regular,Y,24,375.0,3.5
Ford,Transit T150 Wagon 4WD FFV,2020,Gasoline or E85,Y,16,562.0,3.5
Subaru,WRX,2022,Premium,Y,22,407.0,2.4
Mazda,6,2011,Regular,Y,24,370.2916666666667,2.5
Volkswagen,CC,2012,Premium,Y,24,370.2916666666667,2.0
Porsche,911 Carrera 4S,2013,Premium,Y,22,408.0,3.8
Volvo,C70 FWD,2013,Regular,Y,22,400.0,2.5
Honda,Ridgeline Truck 4WD,2013,Regular,Y,17,505.0,3.5
Dodge,Durango AWD,2014,Midgrade,Y,16,541.0,5.7
Ram,1500 4WD,2016,Midgrade,Y,17,527.0,5.7
Mazda,MX-5 Miata,2000,Regular,Y,22,403.95454545454544,1.8
Jeep,Grand Cherokee 2WD,2000,Regular,Y,17,522.7647058823529,4.0
Saab,9-5,2002,Premium,Y,22,403.95454545454544,2.3
Chevrolet,Corvette,2003,Premium,Y,19,467.7368421052632,5.7
Chrysler,Town and Country/Voyager/Grand Voy. 2WD,2004,Regular,Y,19,467.7368421052632,3.3
Lincoln,Navigator 2WD,2005,Premium,Y,13,683.6153846153846,5.4
Volvo,XC90 AWD,2005,Premium,Y,16,555.4375,2.9
Nissan,350z,2006,Premium,Y,19,467.7368421052632,3.5
Hummer,H3 4WD,2006,Regular,Y,16,555.4375,3.5
Dodge,Ram 1500 Pickup 2WD,2007,Regular,Y,14,634.7857142857143,4.7
GMC,Sierra C15 2WD,2007,Regular,Y,17,522.7647058823529,5.3
Honda,Odyssey,2007,Regular,Y,18,493.72222222222223,3.5
Mazda,Tribute FWD,2008,Regular,Y,22,403.95454545454544,2.3
Hyundai,Tucson 4WD,2008,Regular,Y,19,467.7368421052632,2.7
Subaru,Impreza Wagon/Outback SPT AWD,2004,Premium,Y,20,444.35,2.0
Dodge,Magnum 2WD,2005,Regular,Y,21,423.1904761904762,2.7
Pontiac,Grand Prix,2008,Premium,Y,19,467.7368421052632,5.3
Nissan,Pathfinder 4WD,2008,Premium,Y,14,634.7857142857143,5.6
Mercedes-Benz,C350,2008,Premium,Y,20,444.35,3.5
Toyota,RAV4 4WD,2009,Regular,Y,21,423.1904761904762,3.5
Volvo,XC90 T5,2022,Premium,Y,25,361.0,2.0
Nissan,Versa,2012,Regular,Y,28,317.39285714285717,1.8
Lexus,RX 450h,2012,Premium,Y,29,306.44827586206895,3.5
Nissan,Quest,2012,Regular,Y,21,423.1904761904762,3.5
Chevrolet,Tahoe 1500 2WD,2013,Gasoline or E85,Y,17,520.0,5.3
Ford,Windstar FWD Wagon,2000,Regular,Y,17,522.7647058823529,3.8
Mitsubishi,Lancer Sportback,2006,Regular,Y,22,403.95454545454544,2.4
Nissan,Titan 2WD,2008,Gasoline or E85,Y,14,634.7857142857143,5.6
Ford,Escape AWD,2017,Regular,Y,24,370.0,1.5
Hyundai,Santa Fe 4WD,2010,Regular,Y,22,403.95454545454544,3.5
Buick,LaCrosse,2011,Regular,Y,23,386.39130434782606,2.4
Kia,Rio Eco,2013,Regular,Y,32,279.0,1.6
BMW,530i xDrive,2018,Premium,Y,27,333.0,2.0
Ford,Fusion Hybrid FWD,2018,Regular,Y,42,211.0,2.0
Volkswagen,Golf,2010,Regular,Y,26,341.8076923076923,2.5
Subaru,Impreza Wagon AWD,2013,Regular,Y,30,299.0,2.0
Ram,1500 4WD,2013,Midgrade,Y,17,525.0,5.7
Chevrolet,Spark,2014,Regular,Y,34,264.0,1.2
Ram,1500 4WD,2015,Gasoline or E85,Y,19,475.0,3.6
Mazda,3,2004,Regular,Y,25,355.48,2.3
Ford,Explorer Sport 4WD,2001,Regular,Y,15,592.4666666666667,4.0
Volkswagen,Golf,2003,Diesel,Y,38,267.89473684210526,1.9
MINI,John Cooper Works Hardtop 2 door,2023,Premium,Y,29,307.0,2.0
Chevrolet,Colorado Crew Cab 4WD,2010,Regular,Y,18,493.72222222222223,3.7
Chevrolet,Corvette,2016,Premium,Y,21,426.0,6.2
Audi,A4 quattro,2004,Premium,Y,22,403.95454545454544,1.8
Mitsubishi,Lancer Evolution,2005,Premium,Y,19,467.7368421052632,2.0
Mazda,MPV,2005,Regular,Y,19,467.7368421052632,3.0
Chrysler,PT Cruiser Convertible,2005,Premium,Y,19,467.7368421052632,2.4
Dodge,Dakota Pickup 2WD,2006,Regular,Y,17,522.7647058823529,3.7
Mitsubishi,Raider Pickup 2WD,2007,Regular,Y,17,522.7647058823529,3.7
Volvo,S80 FWD,2007,Premium,Y,19,467.7368421052632,3.2
Toyota,Tacoma 2WD,2000,Regular,Y,18,493.72222222222223,2.7
Ford,EcoSport AWD,2018,Regular,Y,25,353.0,2.0
Toyota,Corolla,2004,Regular,Y,28,317.39285714285717,1.8
Nissan,Frontier V6 2WD,2004,Regular,Y,17,522.7647058823529,3.3
Honda,CR-V 2WD,2004,Regular,Y,22,403.95454545454544,2.4
Cadillac,STS 2WD,2005,Regular,Y,18,493.72222222222223,3.6
Mitsubishi,Lancer Evolution,2008,Premium,Y,18,493.72222222222223,2.0
Chevrolet,Cobalt XFE,2009,Regular,Y,30,296.23333333333335,2.2
Chrysler,Town and Country,2009,Regular,Y,20,444.35,4.0
Toyota,Corolla,2010,Regular,Y,29,306.44827586206895,1.8
Ford,Taurus,2000,Regular,Y,20,444.35,3.0
Nissan,Frontier V6 2WD,2001,Premium,Y,15,592.4666666666667,3.3
Volvo,S60 FWD,2002,Premium,Y,20,444.35,2.3
Mitsubishi,Lancer,2010,Regular,Y,26,341.8076923076923,2.0
Honda,Element 4WD,2010,Regular,Y,21,423.1904761904762,2.4
Ford,Transit Connect Wagon LWB FWD,2014,Regular,Y,23,393.0,2.5
GMC,Yukon 1500 4WD,2010,Gasoline or E85,Y,17,522.7647058823529,5.3
Nissan,Versa,2010,Regular,Y,30,296.23333333333335,1.8
Mercedes-Benz,E400 Hybrid,2013,Premium,Y,26,336.0,3.5
Volkswagen,Jetta,2005,Diesel,Y,35,290.85714285714283,1.9
BMW,X5,2005,Premium,Y,16,555.4375,4.4
Chevrolet,Suburban 1500 4WD,2006,Gasoline or E85,Y,14,634.7857142857143,5.3
Volvo,XC90 AWD,2007,Premium,Y,17,522.7647058823529,3.2
Honda,Accord Hybrid,2014,Regular,Y,47,188.0,2.0
Jeep,Cherokee 4WD Active Drive II,2014,Regular,Y,21,417.0,3.2
Mercury,Mountaineer 2WD,2007,Regular,Y,16,555.4375,4.6
Mercedes-Benz,SL500,2000,Premium,Y,17,522.7647058823529,5.0
Saturn,Vue FWD,2002,Regular,Y,22,403.95454545454544,2.2
Toyota,RAV4 Limited AWD/SE AWD,2017,Regular,Y,24,363.0,2.5
Mercedes-Benz,C300 4matic,2016,Premium,Y,27,330.0,2.0
Pontiac,Grand Am,2004,Regular,Y,21,423.1904761904762,3.4
Jeep,Grand Cherokee 4WD,2004,Regular,Y,15,592.4666666666667,4.7
Audi,A4 quattro,2006,Premium,Y,23,386.39130434782606,2.0
Lexus,GS 300/GS 430,2001,Premium,Y,18,493.72222222222223,3.0
Buick,Regal,2002,Premium,Y,19,467.7368421052632,3.8
Chevrolet,Monte Carlo,2003,Regular,Y,22,403.95454545454544,3.4
Lexus,UX 250h AWD,2021,Regular,Y,39,225.0,2.0
Suzuki,Aerio SX,2004,Regular,Y,24,370.2916666666667,2.3
Toyota,RAV4 2WD,2005,Regular,Y,23,386.39130434782606,2.4
Toyota,Matrix,2009,Regular,Y,28,317.39285714285717,1.8
Toyota,Tacoma 2WD,2009,Regular,Y,22,403.95454545454544,2.7
Mitsubishi,Mirage,2001,Regular,Y,30,296.23333333333335,1.5
Hyundai,Sonata,2002,Regular,Y,20,444.35,2.7
Oldsmobile,Intrigue,2002,Regular,Y,21,423.1904761904762,3.5
Saab,9-3 Convertible,2003,Premium,Y,21,423.1904761904762,2.0
Chevrolet,Bolt EV,2017,Electricity,Y,119,0.0,
Buick,Encore AWD,2019,Regular,Y,26,344.0,1.4
Volkswagen,e-Golf,2019,Electricity,Y,119,0.0,
Honda,Insight,2020,Regular,Y,52,170.0,1.5
Chevrolet,Cruze Eco,2011,Regular,Y,32,277.71875,1.4
Mercedes-Benz,C250 Coupe,2014,Premium,Y,25,356.0,1.8
Subaru,XV Crosstrek Hybrid AWD,2014,Regular,Y,30,293.0,2.0
Ford,Ranger Pickup 4WD,2000,Regular,Y,15,592.4666666666667,4.0
GMC,Jimmy 4WD,2000,Regular,Y,16,555.4375,4.3
Ford,Focus,2001,Regular,Y,25,355.48,2.0
Audi,A6 quattro,2006,Premium,Y,20,444.35,3.1
Chevrolet,Cobalt,2008,Regular,Y,27,329.14814814814815,2.2
Chrysler,LHS,2000,Regular,Y,19,467.7368421052632,3.5
BMW,525i Sport Wagon,2002,Premium,Y,19,467.7368421052632,2.5
Ford,Fiesta,2011,Regular,Y,32,277.71875,1.6
Ford,Ranger 4WD,2011,Regular,Y,16,555.4375,4.0
Nissan,Rogue AWD,2012,Regular,Y,23,386.39130434782606,2.5
Chevrolet,Equinox FWD,2014,Regular,Y,26,347.0,2.4
Chevrolet,Tracker 2WD Convertible,2003,Regular,Y,22,403.95454545454544,2.0
Chevrolet,Colorado 4WD,2005,Regular,Y,18,493.72222222222223,3.5
Ford,Freestar Wagon FWD,2005,Regular,Y,18,493.72222222222223,3.8
Jaguar,S-Type 3.0 Litre,2006,Premium,Y,20,444.35,3.0
Pontiac,G6,2007,Regular,Y,24,370.2916666666667,2.4
Honda,Odyssey,2009,Regular,Y,18,493.72222222222223,3.5
Toyota,Highlander AWD,2019,Regular,Y,22,399.0,3.5
Jeep,Cherokee Trailhawk 4WD,2021,Regular,Y,21,432.0,3.2
Honda,Civic,2007,Premium,Y,23,386.39130434782606,2.0
Honda,Civic,2003,Regular,Y,32,277.71875,1.7
Chevrolet,Traverse AWD,2012,Regular,Y,19,467.7368421052632,3.6
Audi,S4,2014,Premium,Y,21,413.0,3.0
Ford,Fiesta SFE FWD,2014,Regular,Y,35,252.0,1.0
Hyundai,Genesis,2014,Regular,Y,21,412.0,3.8
Mercedes-Benz,GLA250 4matic,2016,Premium,Y,27,331.0,2.0
Subaru,Impreza AWD,2014,Premium,Y,21,426.0,2.5
Ford,Focus,2004,Regular,Y,27,329.14814814814815,2.0
Suzuki,Forenza,2006,Regular,Y,22,403.95454545454544,2.0
Subaru,Legacy Wagon AWD,2006,Regular,Y,23,386.39130434782606,2.5
Ford,F150 Pickup 2WD,2000,Regular,Y,15,592.4666666666667,4.6
Mitsubishi,Lancer,2002,Regular,Y,23,386.39130434782606,1.6
GMC,Yukon XL 1500 4WD,2002,Regular,Y,13,683.6153846153846,5.3
Volkswagen,Jetta,2017,Regular,Y,27,335.0,2.0
Buick,Encore AWD,2017,Regular,Y,27,334.0,1.4
Ford,Fiesta,2011,Regular,Y,31,286.6774193548387,1.6
Suzuki,SX4 AWD,2007,Regular,Y,24,370.2916666666667,2.0
Dodge,Ram 1500 Pickup 4WD,2008,Regular,Y,15,592.4666666666667,4.7
Hyundai,Santa Fe 4WD,2008,Regular,Y,19,467.7368421052632,2.7
Nissan,Sentra,2018,Regular,Y,32,279.0,1.8
Volvo,S40 FWD,2010,Regular,Y,24,370.2916666666667,2.5
Scion,xD,2012,Regular,Y,29,306.44827586206895,1.8
Volkswagen,Jetta,2014,Regular,Y,30,303.0,1.8
Acura,TL,2004,Premium,Y,21,423.1904761904762,3.2
Dodge,Ram 1500 Pickup 4WD,2004,Regular,Y,14,634.7857142857143,4.7
Hyundai,Santa Fe 4WD,2004,Regular,Y,17,522.7647058823529,3.5
Ford,F150 Pickup 2WD,2007,Regular,Y,16,555.4375,4.2
Mitsubishi,Lancer,2008,Regular,Y,24,370.2916666666667,2.0
Chrysler,Town and Country/Voyager/Grand Voy. 2WD,2008,Gasoline or E85,Y,19,467.7368421052632,3.3
Chevrolet,HHR FWD,2009,Gasoline or E85,Y,25,355.48,2.2
Buick,Enclave AWD,2009,Regular,Y,18,493.72222222222223,3.6
Hyundai,Tiburon,2003,Regular,Y,19,467.7368421052632,2.7
Chevrolet,Silverado C15 2WD,2013,Regular,Y,17,531.0,4.3
Chevrolet,Corvette,2014,Premium,Y,21,426.0,6.2
Honda,Accord,2015,Regular,Y,25,350.0,3.5
Dodge,Durango RWD,2017,Regular,Y,21,414.0,3.6
Honda,Insight,2019,Regular,Y,52,170.0,1.5
Toyota,Tacoma 2WD,2005,Regular,Y,16,555.4375,4.0
Lexus,RX 350 AWD,2020,Regular,Y,22,405.0,3.5
MINI,John Cooper Works Clubman,2010,Premium,Y,28,317.39285714285717,1.6
Mazda,3 DI 5-Door,2013,Regular,Y,31,283.0,2.0
Subaru,XV Crosstrek AWD,2016,Regular,Y,26,348.0,2.0
Audi,A4,2000,Premium,Y,24,370.2916666666667,1.8
Chevrolet,Tracker 4WD Hardtop,2000,Regular,Y,21,423.1904761904762,2.0
Isuzu,Vehicross 4WD,2001,Regular,Y,15,592.4666666666667,3.5
Dodge,Dakota Pickup 2WD,2002,Regular,Y,16,555.4375,3.9
Jeep,Grand Cherokee 2WD,2002,Regular,Y,15,592.4666666666667,4.7
Volkswagen,Jetta Wagon,2003,Regular,Y,23,386.39130434782606,2.0
Mercury,Mountaineer 4WD FFV,2004,Gasoline or E85,Y,15,592.4666666666667,4.0
Toyota,Corolla,2005,Premium,Y,25,355.48,1.8
Dodge,Ram 1500 Pickup 2WD,2006,Regular,Y,14,634.7857142857143,4.7
Pontiac,Torrent AWD,2009,Regular,Y,19,467.7368421052632,3.6
Chevrolet,Trax AWD,2015,Regular,Y,27,333.0,1.4
Ford,Taurus FWD,2018,Regular,Y,21,423.0,3.5
Toyota,RAV4 Prime 4WD,2021,Regular Gas and Electricity,Y,38,72.0,2.5
MINI,Cooper Countryman,2011,Premium,Y,30,296.23333333333335,1.6
Subaru,Forester AWD,2012,Regular,Y,23,386.39130434782606,2.5
Lexus,GS 350,2014,Premium,Y,23,392.0,3.5
Mazda,3 5-Door,2015,Regular,Y,33,270.0,2.0
Jeep,Renegade 2WD,2016,Premium,Y,26,336.0,1.4
Lexus,IS 250,2007,Premium,Y,24,370.2916666666667,2.5
Chrysler,PT Cruiser,2007,Regular,Y,22,403.95454545454544,2.4
Jeep,Grand Cherokee 4WD,2007,Premium,Y,12,740.5833333333334,6.1
Audi,A6 quattro,2008,Premium,Y,20,444.35,3.1
Hummer,H3 4WD,2008,Regular,Y,15,592.4666666666667,3.7
Volvo,V70 FWD,2007,Premium,Y,21,423.1904761904762,2.5
Nissan,Versa,2008,Regular,Y,27,329.14814814814815,1.8
Ford,Escape FWD,2009,Regular,Y,21,423.1904761904762,3.0
GMC,Sierra 1500 2WD,2000,Regular,Y,16,555.4375,5.3
Mercury,Villager FWD Wagon,2000,Regular,Y,18,493.72222222222223,3.3
Chevrolet,Corvette,2002,Premium,Y,20,444.35,5.7
Jeep,Cherokee Trailhawk 4WD,2016,Regular,Y,22,411.0,2.4
Toyota,Sienna 2WD,2016,Regular,Y,21,430.0,3.5
Ford,Expedition 2WD,2003,Regular,Y,14,634.7857142857143,5.4
Toyota,Prius,2004,Regular,Y,46,193.19565217391303,1.5
Jeep,Liberty/Cherokee 4WD,2004,Regular,Y,16,555.4375,3.7
Volvo,S40 FWD,2007,Premium,Y,22,403.95454545454544,2.5
Saturn,Aura Hybrid,2007,Regular,Y,27,329.14814814814815,2.4
Scion,xB,2008,Regular,Y,24,370.2916666666667,2.4
Dodge,Charger,2008,Regular,Y,18,493.72222222222223,5.7
Dodge,Durango 4WD,2008,Gasoline or E85,Y,15,592.4666666666667,4.7
Chrysler,Town and Country/Voyager/Grand Voy. AWD,2001,Regular,Y,17,522.7647058823529,3.8
Acura,TL 2WD,2010,Premium,Y,21,423.1904761904762,3.5
Mercedes-Benz,E350,2012,Premium,Y,23,386.39130434782606,3.5
Toyota,Yaris,2013,Regular,Y,32,278.0,1.5
Mitsubishi,Mirage,2014,Regular,Y,39,228.0,1.2
Toyota,Corolla LE Eco,2014,Regular,Y,33,266.0,1.8
Ford,F150 Pickup 4WD,2014,Regular,Y,17,511.0,3.5
Fiat,500e,2015,Electricity,Y,116,0.0,
Kia,Soul,2015,Regular,Y,26,335.0,1.6
Ford,F150 3.5L 2WD GVWR>7599 LBS PAYLOAD PACKAGE,2016,Regular,Y,18,493.0,3.5
Ford,Ranger Pickup 2WD,2004,Regular,Y,21,423.1904761904762,2.3
Jeep,Wrangler/TJ 4WD,2004,Regular,Y,16,555.4375,4.0
Chevrolet,Cavalier,2005,Regular,Y,25,355.48,2.2
Toyota,Tundra 2WD,2005,Regular,Y,18,493.72222222222223,4.0
Subaru,Outback Wagon AWD,2007,Regular,Y,22,403.95454545454544,2.5
Honda,Civic,2009,Premium,Y,24,370.2916666666667,2.0
smart,fortwo coupe,2009,Premium,Y,36,246.86111111111111,1.0
Chevrolet,Metro,2000,Regular,Y,34,261.38235294117646,1.3
Jeep,Grand Cherokee 4WD,2000,Regular,Y,16,555.4375,4.0
Oldsmobile,Silhouette 2WD,2002,Regular,Y,20,444.35,3.4
Isuzu,Rodeo 4WD,2002,Regular,Y,16,555.4375,3.2
Toyota,Echo,2003,Regular,Y,33,269.3030303030303,1.5
Toyota,Tundra 4WD,2018,Regular,Y,16,568.0,4.6
Ford,Mustang,2018,Regular,Y,19,468.0,5.0
Nissan,Murano FWD,2018,Regular,Y,24,372.0,3.5
Toyota,Sienna 2WD,2023,Regular,Y,36,246.0,2.5
Toyota,Highlander,2019,Regular,Y,22,407.0,2.7
Lexus,RX 450h AWD,2021,Premium,Y,30,297.0,3.5
Chevrolet,Malibu,2013,Regular,Y,26,341.0,2.5
Ford,Fusion FWD,2013,Regular,Y,27,324.0,1.6
Audi,A4 quattro,2013,Premium or E85,Y,23,379.0,2.0
Volvo,S80 FWD,2015,Regular,Y,29,310.0,2.0
Honda,Civic 2Dr,2016,Regular,Y,35,250.0,1.5
Mercedes-Benz,C230 Kompressor,2005,Premium,Y,23,386.39130434782606,1.8
Chevrolet,Cobalt,2007,Premium,Y,23,386.39130434782606,2.0
Isuzu,i-370 Crew Cab 2WD,2007,Regular,Y,18,493.72222222222223,3.7
Lexus,RX 350 4WD,2009,Premium,Y,19,467.7368421052632,3.5
Jeep,Patriot 2WD,2009,Regular,Y,25,355.48,2.4
Ford,Taurus,2000,Regular,Y,20,444.35,3.0
GMC,Sierra 1500 2WD,2001,Regular,Y,15,592.4666666666667,5.3
Chevrolet,Blazer 4WD,2002,Regular,Y,15,592.4666666666667,4.3
Subaru,Forester AWD,2018,Regular,Y,24,368.0,2.5
Chevrolet,Camaro,2000,Premium,Y,19,467.7368421052632,5.7
Jeep,Gladiator 4WD,2022,Regular,Y,19,466.0,3.6
Mercedes-Benz,E320 4matic,2004,Premium,Y,19,467.7368421052632,3.2
Hyundai,Accent,2007,Regular,Y,28,317.39285714285717,1.6
Nissan,Titan 2WD,2007,Gasoline or E85,Y,14,634.7857142857143,5.6
Jeep,Cherokee 4WD,2000,Regular,Y,17,522.7647058823529,4.0
Infiniti,EX35,2012,Premium,Y,20,444.35,3.5
Ford,Focus Station Wagon,2004,Regular,Y,26,341.8076923076923,2.0
Lexus,SC 430,2006,Premium,Y,19,467.7368421052632,4.3
Mitsubishi,Eclipse Spyder,2007,Premium,Y,19,467.7368421052632,3.8
Honda,Fit,2007,Regular,Y,30,296.23333333333335,1.5
Toyota,Matrix,2003,Premium,Y,25,355.48,1.8
Acura,RDX AWD A-SPEC,2023,Premium,Y,23,388.0,2.0
Ford,Focus FWD,2017,Regular,Y,34,264.0,1.0
Acura,3.2CL,2002,Premium,Y,21,423.1904761904762,3.2
Saturn,SL,2002,Regular,Y,26,341.8076923076923,1.9
Mazda,6,2003,Regular,Y,22,403.95454545454544,2.3
Mercury,Mariner 4WD,2005,Regular,Y,18,493.72222222222223,3.0
BMW,328xi,2007,Premium,Y,20,444.35,3.0
Nissan,Maxima,2000,Regular,Y,21,423.1904761904762,3.0
Ford,Focus Station Wagon,2003,Regular,Y,25,355.48,2.3
Volkswagen,Jetta,2003,Premium,Y,22,403.95454545454544,1.8
Mercury,Sable Wagon,2005,Regular,Y,19,467.7368421052632,3.0
Subaru,Impreza Wagon/Outback SPT AWD,2007,Regular,Y,22,403.95454545454544,2.5
Suzuki,SX4 AWD,2007,Regular,Y,23,386.39130434782606,2.0
Subaru,Impreza AWD,2005,Premium,Y,18,493.72222222222223,2.5
Honda,Element 2WD,2005,Regular,Y,21,423.1904761904762,2.4
Kia,Sportage 2WD,2006,Regular,Y,22,403.95454545454544,2.0
Toyota,Corolla LE Eco,2015,Regular,Y,34,263.0,1.8
Ford,Escape FWD,2017,Regular,Y,26,342.0,1.5
Ram,1500 Classic 4WD,2020,Midgrade,Y,17,526.0,5.7
Ford,F150 Pickup 2WD FFV,2011,Gasoline or E85,Y,19,467.7368421052632,3.7
Pontiac,Montana AWD,2004,Regular,Y,18,493.72222222222223,3.4
Kia,Sorento 2WD,2005,Regular,Y,16,555.4375,3.5
Volkswagen,Passat,2014,Diesel,Y,34,290.0,2.0
Toyota,RAV4 LE/XLE,2015,Regular,Y,26,338.0,2.5
Porsche,Cayenne Turbo,2016,Premium,Y,17,536.0,4.8
Audi,Q5,2016,Premium,Y,21,429.0,3.0
Acura,RDX AWD,2018,Premium,Y,22,402.0,3.5
Mazda,CX-5 2WD,2018,Regular,Y,28,321.0,2.5
Toyota,Highlander 4WD,2003,Regular,Y,19,467.7368421052632,2.4
Kia,Sorento 2WD,2004,Regular,Y,16,555.4375,3.5
Volvo,S60 AWD,2004,Premium,Y,20,444.35,2.5
Mazda,6,2006,Premium,Y,19,467.7368421052632,2.3
Volkswagen,Golf,2000,Diesel,Y,38,267.89473684210526,1.9
Mazda,Protege/Protege MPS,2001,Regular,Y,26,341.8076923076923,1.6
Volkswagen,Golf,2010,Regular,Y,25,355.48,2.5
Buick,Rainier AWD,2005,Regular,Y,16,555.4375,4.2
Jeep,Grand Cherokee 2WD,2007,Regular,Y,15,592.4666666666667,5.7
Ford,F150 Pickup 2WD,2008,Regular,Y,16,555.4375,4.6
Ford,Focus,2002,Regular,Y,25,355.48,2.0
Nissan,Sentra,2002,Regular,Y,27,329.14814814814815,1.8
Volkswagen,Golf,2003,Regular,Y,24,370.2916666666667,2.0
Subaru,Outback AWD,2021,Regular,Y,26,343.0,2.4
Mercedes-Benz,EQB 350 4matic,2022,Electricity,Y,96,0.0,
Toyota,RAV4 4WD,2010,Regular,Y,21,423.1904761904762,3.5
Lincoln,MKZ Hybrid FWD,2011,Regular,Y,38,233.8684210526316,2.5
Saturn,SL,2002,Regular,Y,27,329.14814814814815,1.9
Dodge,Ram 1500 Pickup 4WD,2002,Regular,Y,14,634.7857142857143,4.7
Hyundai,Elantra Touring,2011,Regular,Y,26,341.8076923076923,2.0
Honda,Accord,2014,Regular,Y,29,309.0,2.4
Lincoln,Aviator 2WD,2003,Regular,Y,14,634.7857142857143,4.6
Subaru,Baja AWD,2003,Regular,Y,20,444.35,2.5
Dodge,Caravan/Grand Caravan 2WD,2002,Regular,Y,18,493.72222222222223,3.8
Subaru,Forester AWD,2017,Regular,Y,28,315.0,2.5
Honda,Accord,2019,Regular,Y,30,298.0,1.5
GMC,Sierra 4WD,2020,Regular,Y,19,479.0,5.3
